"행정구역별(시군구)","거처의종류",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"수지구","비거주용건물내 주택",158,376,354,X,X,21,731,687,6,X,38
"수지구","주택이외의 거처",4825,5200,4929,X,24,245,8522,6799,31,1363,329
"수지구","오피스텔",4160,4165,4064,X,X,101,5598,5470,X,X,128
"파주시","계",150405,167957,164306,61,133,3457,445641,420588,507,15318,9228
"파주시","주택",143059,158612,156570,42,X,1997,413539,409076,334,41,4088
"파주시","단독주택",25646,40352,39174,18,X,1157,86431,84022,144,41,2224
"파주시","아파트",100792,100956,100499,9,X,448,285460,284476,60,X,924
"파주시","연립주택",3211,3223,3152,X,X,71,7856,7697,X,X,159
"파주시","다세대주택",12275,12317,12096,X,X,218,29836,29312,23,X,501
"파주시","비거주용건물내 주택",1135,1764,1649,12,X,103,3956,3569,107,X,280
"파주시","주택이외의 거처",7346,9345,7736,19,130,1460,32102,11512,173,15277,5140
"파주시","오피스텔",1979,1979,1946,X,X,33,2458,2406,X,X,52
"이천시","계",72524,83144,80367,42,78,2657,218048,200370,369,10615,6694
"이천시","주택",68800,78483,76426,26,6,2025,198913,193812,205,484,4412
"이천시","단독주택",21666,30792,29397,15,5,1375,68597,65019,117,450,3011
"이천시","아파트",34923,34985,34590,5,X,390,99896,99025,38,X,833
"이천시","연립주택",2681,2694,2631,X,X,61,6405,6256,25,X,124
"이천시","다세대주택",8460,8491,8347,X,X,142,20267,19973,13,X,281
